GEOID,NAME,variable,estimate,moe,Zip Code
601,ZCTA5 00601,B07004H_006,NA,NA,00601
602,ZCTA5 00602,B07004H_006,NA,NA,00602
603,ZCTA5 00603,B07004H_006,NA,NA,00603
606,ZCTA5 00606,B07004H_006,NA,NA,00606
610,ZCTA5 00610,B07004H_006,NA,NA,00610
612,ZCTA5 00612,B07004H_006,NA,NA,00612
616,ZCTA5 00616,B07004H_006,NA,NA,00616
617,ZCTA5 00617,B07004H_006,NA,NA,00617
622,ZCTA5 00622,B07004H_006,NA,NA,00622
623,ZCTA5 00623,B07004H_006,NA,NA,00623
624,ZCTA5 00624,B07004H_006,NA,NA,00624
627,ZCTA5 00627,B07004H_006,NA,NA,00627
631,ZCTA5 00631,B07004H_006,NA,NA,00631
637,ZCTA5 00637,B07004H_006,NA,NA,00637
638,ZCTA5 00638,B07004H_006,NA,NA,00638
641,ZCTA5 00641,B07004H_006,NA,NA,00641
646,ZCTA5 00646,B07004H_006,NA,NA,00646
647,ZCTA5 00647,B07004H_006,NA,NA,00647
650,ZCTA5 00650,B07004H_006,NA,NA,00650
652,ZCTA5 00652,B07004H_006,NA,NA,00652
653,ZCTA5 00653,B07004H_006,NA,NA,00653
656,ZCTA5 00656,B07004H_006,NA,NA,00656
659,ZCTA5 00659,B07004H_006,NA,NA,00659
660,ZCTA5 00660,B07004H_006,NA,NA,00660
662,ZCTA5 00662,B07004H_006,NA,NA,00662
664,ZCTA5 00664,B07004H_006,NA,NA,00664
667,ZCTA5 00667,B07004H_006,NA,NA,00667
669,ZCTA5 00669,B07004H_006,NA,NA,00669
670,ZCTA5 00670,B07004H_006,NA,NA,00670
674,ZCTA5 00674,B07004H_006,NA,NA,00674
676,ZCTA5 00676,B07004H_006,NA,NA,00676
677,ZCTA5 00677,B07004H_006,NA,NA,00677
678,ZCTA5 00678,B07004H_006,NA,NA,00678
680,ZCTA5 00680,B07004H_006,NA,NA,00680
682,ZCTA5 00682,B07004H_006,NA,NA,00682
683,ZCTA5 00683,B07004H_006,NA,NA,00683
685,ZCTA5 00685,B07004H_006,NA,NA,00685
687,ZCTA5 00687,B07004H_006,NA,NA,00687
688,ZCTA5 00688,B07004H_006,NA,NA,00688
690,ZCTA5 00690,B07004H_006,NA,NA,00690
692,ZCTA5 00692,B07004H_006,NA,NA,00692
693,ZCTA5 00693,B07004H_006,NA,NA,00693
694,ZCTA5 00694,B07004H_006,NA,NA,00694
698,ZCTA5 00698,B07004H_006,NA,NA,00698
703,ZCTA5 00703,B07004H_006,NA,NA,00703
704,ZCTA5 00704,B07004H_006,NA,NA,00704
705,ZCTA5 00705,B07004H_006,NA,NA,00705
707,ZCTA5 00707,B07004H_006,NA,NA,00707
714,ZCTA5 00714,B07004H_006,NA,NA,00714
715,ZCTA5 00715,B07004H_006,NA,NA,00715
716,ZCTA5 00716,B07004H_006,NA,NA,00716
717,ZCTA5 00717,B07004H_006,NA,NA,00717
718,ZCTA5 00718,B07004H_006,NA,NA,00718
719,ZCTA5 00719,B07004H_006,NA,NA,00719
720,ZCTA5 00720,B07004H_006,NA,NA,00720
723,ZCTA5 00723,B07004H_006,NA,NA,00723
725,ZCTA5 00725,B07004H_006,NA,NA,00725
727,ZCTA5 00727,B07004H_006,NA,NA,00727
728,ZCTA5 00728,B07004H_006,NA,NA,00728
729,ZCTA5 00729,B07004H_006,NA,NA,00729
730,ZCTA5 00730,B07004H_006,NA,NA,00730
731,ZCTA5 00731,B07004H_006,NA,NA,00731
735,ZCTA5 00735,B07004H_006,NA,NA,00735
736,ZCTA5 00736,B07004H_006,NA,NA,00736
738,ZCTA5 00738,B07004H_006,NA,NA,00738
739,ZCTA5 00739,B07004H_006,NA,NA,00739
740,ZCTA5 00740,B07004H_006,NA,NA,00740
741,ZCTA5 00741,B07004H_006,NA,NA,00741
745,ZCTA5 00745,B07004H_006,NA,NA,00745
751,ZCTA5 00751,B07004H_006,NA,NA,00751
754,ZCTA5 00754,B07004H_006,NA,NA,00754
757,ZCTA5 00757,B07004H_006,NA,NA,00757
765,ZCTA5 00765,B07004H_006,NA,NA,00765
766,ZCTA5 00766,B07004H_006,NA,NA,00766
767,ZCTA5 00767,B07004H_006,NA,NA,00767
769,ZCTA5 00769,B07004H_006,NA,NA,00769
771,ZCTA5 00771,B07004H_006,NA,NA,00771
772,ZCTA5 00772,B07004H_006,NA,NA,00772
773,ZCTA5 00773,B07004H_006,NA,NA,00773
775,ZCTA5 00775,B07004H_006,NA,NA,00775
777,ZCTA5 00777,B07004H_006,NA,NA,00777
778,ZCTA5 00778,B07004H_006,NA,NA,00778
780,ZCTA5 00780,B07004H_006,NA,NA,00780
782,ZCTA5 00782,B07004H_006,NA,NA,00782
783,ZCTA5 00783,B07004H_006,NA,NA,00783
784,ZCTA5 00784,B07004H_006,NA,NA,00784
786,ZCTA5 00786,B07004H_006,NA,NA,00786
791,ZCTA5 00791,B07004H_006,NA,NA,00791
794,ZCTA5 00794,B07004H_006,NA,NA,00794
795,ZCTA5 00795,B07004H_006,NA,NA,00795
901,ZCTA5 00901,B07004H_006,NA,NA,00901
906,ZCTA5 00906,B07004H_006,NA,NA,00906
907,ZCTA5 00907,B07004H_006,NA,NA,00907
909,ZCTA5 00909,B07004H_006,NA,NA,00909
911,ZCTA5 00911,B07004H_006,NA,NA,00911
912,ZCTA5 00912,B07004H_006,NA,NA,00912
913,ZCTA5 00913,B07004H_006,NA,NA,00913
915,ZCTA5 00915,B07004H_006,NA,NA,00915
917,ZCTA5 00917,B07004H_006,NA,NA,00917
918,ZCTA5 00918,B07004H_006,NA,NA,00918
920,ZCTA5 00920,B07004H_006,NA,NA,00920
921,ZCTA5 00921,B07004H_006,NA,NA,00921
923,ZCTA5 00923,B07004H_006,NA,NA,00923
924,ZCTA5 00924,B07004H_006,NA,NA,00924
925,ZCTA5 00925,B07004H_006,NA,NA,00925
926,ZCTA5 00926,B07004H_006,NA,NA,00926
927,ZCTA5 00927,B07004H_006,NA,NA,00927
934,ZCTA5 00934,B07004H_006,NA,NA,00934
936,ZCTA5 00936,B07004H_006,NA,NA,00936
949,ZCTA5 00949,B07004H_006,NA,NA,00949
950,ZCTA5 00950,B07004H_006,NA,NA,00950
951,ZCTA5 00951,B07004H_006,NA,NA,00951
952,ZCTA5 00952,B07004H_006,NA,NA,00952
953,ZCTA5 00953,B07004H_006,NA,NA,00953
956,ZCTA5 00956,B07004H_006,NA,NA,00956
957,ZCTA5 00957,B07004H_006,NA,NA,00957
959,ZCTA5 00959,B07004H_006,NA,NA,00959
960,ZCTA5 00960,B07004H_006,NA,NA,00960
961,ZCTA5 00961,B07004H_006,NA,NA,00961
962,ZCTA5 00962,B07004H_006,NA,NA,00962
965,ZCTA5 00965,B07004H_006,NA,NA,00965
966,ZCTA5 00966,B07004H_006,NA,NA,00966
968,ZCTA5 00968,B07004H_006,NA,NA,00968
969,ZCTA5 00969,B07004H_006,NA,NA,00969
971,ZCTA5 00971,B07004H_006,NA,NA,00971
976,ZCTA5 00976,B07004H_006,NA,NA,00976
979,ZCTA5 00979,B07004H_006,NA,NA,00979
982,ZCTA5 00982,B07004H_006,NA,NA,00982
983,ZCTA5 00983,B07004H_006,NA,NA,00983
985,ZCTA5 00985,B07004H_006,NA,NA,00985
987,ZCTA5 00987,B07004H_006,NA,NA,00987
1001,ZCTA5 01001,B07004H_006,0,19,01001
1002,ZCTA5 01002,B07004H_006,185,94,01002
1003,ZCTA5 01003,B07004H_006,51,39,01003
1005,ZCTA5 01005,B07004H_006,0,17,01005
1007,ZCTA5 01007,B07004H_006,0,19,01007
1008,ZCTA5 01008,B07004H_006,9,15,01008
1009,ZCTA5 01009,B07004H_006,0,12,01009
1010,ZCTA5 01010,B07004H_006,0,12,01010
1011,ZCTA5 01011,B07004H_006,3,5,01011
1012,ZCTA5 01012,B07004H_006,0,12,01012
1013,ZCTA5 01013,B07004H_006,44,54,01013
1020,ZCTA5 01020,B07004H_006,69,93,01020
1022,ZCTA5 01022,B07004H_006,0,12,01022
1026,ZCTA5 01026,B07004H_006,0,12,01026
1027,ZCTA5 01027,B07004H_006,142,115,01027
1028,ZCTA5 01028,B07004H_006,21,24,01028
1029,ZCTA5 01029,B07004H_006,0,12,01029
1030,ZCTA5 01030,B07004H_006,10,16,01030
1031,ZCTA5 01031,B07004H_006,0,12,01031
1032,ZCTA5 01032,B07004H_006,0,12,01032
1033,ZCTA5 01033,B07004H_006,0,17,01033
1034,ZCTA5 01034,B07004H_006,0,12,01034
1035,ZCTA5 01035,B07004H_006,0,17,01035
1036,ZCTA5 01036,B07004H_006,0,17,01036
1037,ZCTA5 01037,B07004H_006,0,12,01037
1038,ZCTA5 01038,B07004H_006,0,12,01038
1039,ZCTA5 01039,B07004H_006,0,12,01039
1040,ZCTA5 01040,B07004H_006,21,35,01040
1050,ZCTA5 01050,B07004H_006,0,12,01050
1053,ZCTA5 01053,B07004H_006,0,12,01053
1054,ZCTA5 01054,B07004H_006,6,9,01054
1056,ZCTA5 01056,B07004H_006,27,30,01056
1057,ZCTA5 01057,B07004H_006,20,23,01057
1060,ZCTA5 01060,B07004H_006,39,29,01060
1062,ZCTA5 01062,B07004H_006,6,9,01062
1063,ZCTA5 01063,B07004H_006,17,24,01063
1066,ZCTA5 01066,B07004H_006,0,12,01066
1068,ZCTA5 01068,B07004H_006,5,6,01068
1069,ZCTA5 01069,B07004H_006,16,26,01069
1070,ZCTA5 01070,B07004H_006,2,5,01070
1071,ZCTA5 01071,B07004H_006,0,12,01071
1072,ZCTA5 01072,B07004H_006,5,6,01072
1073,ZCTA5 01073,B07004H_006,17,27,01073
1074,ZCTA5 01074,B07004H_006,0,12,01074
1075,ZCTA5 01075,B07004H_006,18,18,01075
1077,ZCTA5 01077,B07004H_006,0,17,01077
1079,ZCTA5 01079,B07004H_006,0,12,01079
1080,ZCTA5 01080,B07004H_006,0,12,01080
1081,ZCTA5 01081,B07004H_006,0,12,01081
1082,ZCTA5 01082,B07004H_006,0,19,01082
1083,ZCTA5 01083,B07004H_006,0,12,01083
1084,ZCTA5 01084,B07004H_006,0,12,01084
1085,ZCTA5 01085,B07004H_006,50,61,01085
1086,ZCTA5 01086,B07004H_006,0,12,01086
1088,ZCTA5 01088,B07004H_006,0,12,01088
1089,ZCTA5 01089,B07004H_006,92,73,01089
1092,ZCTA5 01092,B07004H_006,0,12,01092
1093,ZCTA5 01093,B07004H_006,0,12,01093
1094,ZCTA5 01094,B07004H_006,0,12,01094
1095,ZCTA5 01095,B07004H_006,13,20,01095
1096,ZCTA5 01096,B07004H_006,0,12,01096
1097,ZCTA5 01097,B07004H_006,0,12,01097
1098,ZCTA5 01098,B07004H_006,0,12,01098
1103,ZCTA5 01103,B07004H_006,16,25,01103
1104,ZCTA5 01104,B07004H_006,58,86,01104
1105,ZCTA5 01105,B07004H_006,0,19,01105
1106,ZCTA5 01106,B07004H_006,15,24,01106
1107,ZCTA5 01107,B07004H_006,0,19,01107
1108,ZCTA5 01108,B07004H_006,5,7,01108
1109,ZCTA5 01109,B07004H_006,0,26,01109
1118,ZCTA5 01118,B07004H_006,20,26,01118
1119,ZCTA5 01119,B07004H_006,28,33,01119
1128,ZCTA5 01128,B07004H_006,0,12,01128
1129,ZCTA5 01129,B07004H_006,9,14,01129
1151,ZCTA5 01151,B07004H_006,0,17,01151
1199,ZCTA5 01199,B07004H_006,0,12,01199
1201,ZCTA5 01201,B07004H_006,41,33,01201
1220,ZCTA5 01220,B07004H_006,0,17,01220
1222,ZCTA5 01222,B07004H_006,0,12,01222
1223,ZCTA5 01223,B07004H_006,0,12,01223
1224,ZCTA5 01224,B07004H_006,0,12,01224
1225,ZCTA5 01225,B07004H_006,20,22,01225
1226,ZCTA5 01226,B07004H_006,5,7,01226
1229,ZCTA5 01229,B07004H_006,0,12,01229
1230,ZCTA5 01230,B07004H_006,11,13,01230
1235,ZCTA5 01235,B07004H_006,5,8,01235
1236,ZCTA5 01236,B07004H_006,0,12,01236
1237,ZCTA5 01237,B07004H_006,6,9,01237
1238,ZCTA5 01238,B07004H_006,0,17,01238
1240,ZCTA5 01240,B07004H_006,17,24,01240
1242,ZCTA5 01242,B07004H_006,0,12,01242
1243,ZCTA5 01243,B07004H_006,0,12,01243
1244,ZCTA5 01244,B07004H_006,0,12,01244
1245,ZCTA5 01245,B07004H_006,3,5,01245
1247,ZCTA5 01247,B07004H_006,21,22,01247
1253,ZCTA5 01253,B07004H_006,0,12,01253
1254,ZCTA5 01254,B07004H_006,0,12,01254
1255,ZCTA5 01255,B07004H_006,0,12,01255
1256,ZCTA5 01256,B07004H_006,0,12,01256
1257,ZCTA5 01257,B07004H_006,0,12,01257
1258,ZCTA5 01258,B07004H_006,2,3,01258
1259,ZCTA5 01259,B07004H_006,0,12,01259
1260,ZCTA5 01260,B07004H_006,0,12,01260
1262,ZCTA5 01262,B07004H_006,0,12,01262
1264,ZCTA5 01264,B07004H_006,0,12,01264
1266,ZCTA5 01266,B07004H_006,8,8,01266
1267,ZCTA5 01267,B07004H_006,97,52,01267
1270,ZCTA5 01270,B07004H_006,0,12,01270
1301,ZCTA5 01301,B07004H_006,15,23,01301
1330,ZCTA5 01330,B07004H_006,4,6,01330
1331,ZCTA5 01331,B07004H_006,17,26,01331
1337,ZCTA5 01337,B07004H_006,9,14,01337
1338,ZCTA5 01338,B07004H_006,0,12,01338
1339,ZCTA5 01339,B07004H_006,0,12,01339
1340,ZCTA5 01340,B07004H_006,0,12,01340
1341,ZCTA5 01341,B07004H_006,0,12,01341
1342,ZCTA5 01342,B07004H_006,0,12,01342
1343,ZCTA5 01343,B07004H_006,0,12,01343
1344,ZCTA5 01344,B07004H_006,2,4,01344
1346,ZCTA5 01346,B07004H_006,0,12,01346
1347,ZCTA5 01347,B07004H_006,0,12,01347
1349,ZCTA5 01349,B07004H_006,0,12,01349
1350,ZCTA5 01350,B07004H_006,0,12,01350
1351,ZCTA5 01351,B07004H_006,8,13,01351
1354,ZCTA5 01354,B07004H_006,0,12,01354
1355,ZCTA5 01355,B07004H_006,0,12,01355
1360,ZCTA5 01360,B07004H_006,0,12,01360
1364,ZCTA5 01364,B07004H_006,0,17,01364
1366,ZCTA5 01366,B07004H_006,0,12,01366
1367,ZCTA5 01367,B07004H_006,5,6,01367
1368,ZCTA5 01368,B07004H_006,0,12,01368
1370,ZCTA5 01370,B07004H_006,6,8,01370
1373,ZCTA5 01373,B07004H_006,0,12,01373
1375,ZCTA5 01375,B07004H_006,50,74,01375
1376,ZCTA5 01376,B07004H_006,0,17,01376
1378,ZCTA5 01378,B07004H_006,2,3,01378
1379,ZCTA5 01379,B07004H_006,3,4,01379
1420,ZCTA5 01420,B07004H_006,248,195,01420
1430,ZCTA5 01430,B07004H_006,14,24,01430
1431,ZCTA5 01431,B07004H_006,0,12,01431
1432,ZCTA5 01432,B07004H_006,34,38,01432
1434,ZCTA5 01434,B07004H_006,0,12,01434
1436,ZCTA5 01436,B07004H_006,0,12,01436
1438,ZCTA5 01438,B07004H_006,0,12,01438
1440,ZCTA5 01440,B07004H_006,5,9,01440
1450,ZCTA5 01450,B07004H_006,258,230,01450
1451,ZCTA5 01451,B07004H_006,0,12,01451
1452,ZCTA5 01452,B07004H_006,13,21,01452
1453,ZCTA5 01453,B07004H_006,98,109,01453
1460,ZCTA5 01460,B07004H_006,22,27,01460
1462,ZCTA5 01462,B07004H_006,15,25,01462
1463,ZCTA5 01463,B07004H_006,11,16,01463
1464,ZCTA5 01464,B07004H_006,0,17,01464
1467,ZCTA5 01467,B07004H_006,0,12,01467
1468,ZCTA5 01468,B07004H_006,0,12,01468
1469,ZCTA5 01469,B07004H_006,0,17,01469
1473,ZCTA5 01473,B07004H_006,0,17,01473
1474,ZCTA5 01474,B07004H_006,0,12,01474
1475,ZCTA5 01475,B07004H_006,3,8,01475
1501,ZCTA5 01501,B07004H_006,25,23,01501
1503,ZCTA5 01503,B07004H_006,4,8,01503
1504,ZCTA5 01504,B07004H_006,0,17,01504
1505,ZCTA5 01505,B07004H_006,0,12,01505
1506,ZCTA5 01506,B07004H_006,0,12,01506
1507,ZCTA5 01507,B07004H_006,0,19,01507
1510,ZCTA5 01510,B07004H_006,8,12,01510
1515,ZCTA5 01515,B07004H_006,0,12,01515
1516,ZCTA5 01516,B07004H_006,0,17,01516
1518,ZCTA5 01518,B07004H_006,0,12,01518
1519,ZCTA5 01519,B07004H_006,7,15,01519
1520,ZCTA5 01520,B07004H_006,6,10,01520
1521,ZCTA5 01521,B07004H_006,0,12,01521
1522,ZCTA5 01522,B07004H_006,0,12,01522
1523,ZCTA5 01523,B07004H_006,0,17,01523
1524,ZCTA5 01524,B07004H_006,68,79,01524
1525,ZCTA5 01525,B07004H_006,0,12,01525
1527,ZCTA5 01527,B07004H_006,14,24,01527
1529,ZCTA5 01529,B07004H_006,5,7,01529
1531,ZCTA5 01531,B07004H_006,0,12,01531
1532,ZCTA5 01532,B07004H_006,11,18,01532
1534,ZCTA5 01534,B07004H_006,25,36,01534
1535,ZCTA5 01535,B07004H_006,61,58,01535
1536,ZCTA5 01536,B07004H_006,0,17,01536
1537,ZCTA5 01537,B07004H_006,0,12,01537
1540,ZCTA5 01540,B07004H_006,16,26,01540
1541,ZCTA5 01541,B07004H_006,0,12,01541
1542,ZCTA5 01542,B07004H_006,0,12,01542
1543,ZCTA5 01543,B07004H_006,0,17,01543
1545,ZCTA5 01545,B07004H_006,63,50,01545
1550,ZCTA5 01550,B07004H_006,0,19,01550
1560,ZCTA5 01560,B07004H_006,14,20,01560
1561,ZCTA5 01561,B07004H_006,0,12,01561
1562,ZCTA5 01562,B07004H_006,40,63,01562
1564,ZCTA5 01564,B07004H_006,0,17,01564
1566,ZCTA5 01566,B07004H_006,0,17,01566
1568,ZCTA5 01568,B07004H_006,0,17,01568
1569,ZCTA5 01569,B07004H_006,0,19,01569
1570,ZCTA5 01570,B07004H_006,88,121,01570
1571,ZCTA5 01571,B07004H_006,37,32,01571
1581,ZCTA5 01581,B07004H_006,10,16,01581
1583,ZCTA5 01583,B07004H_006,0,17,01583
1585,ZCTA5 01585,B07004H_006,0,12,01585
1588,ZCTA5 01588,B07004H_006,0,17,01588
1590,ZCTA5 01590,B07004H_006,0,17,01590
1602,ZCTA5 01602,B07004H_006,196,170,01602
1603,ZCTA5 01603,B07004H_006,87,93,01603
1604,ZCTA5 01604,B07004H_006,26,41,01604
1605,ZCTA5 01605,B07004H_006,342,222,01605
1606,ZCTA5 01606,B07004H_006,47,38,01606
1607,ZCTA5 01607,B07004H_006,0,17,01607
1608,ZCTA5 01608,B07004H_006,14,29,01608
1609,ZCTA5 01609,B07004H_006,133,93,01609
1610,ZCTA5 01610,B07004H_006,162,119,01610
1611,ZCTA5 01611,B07004H_006,26,42,01611
1612,ZCTA5 01612,B07004H_006,9,19,01612
1701,ZCTA5 01701,B07004H_006,73,66,01701
1702,ZCTA5 01702,B07004H_006,615,391,01702
1718,ZCTA5 01718,B07004H_006,0,12,01718
1719,ZCTA5 01719,B07004H_006,0,17,01719
1720,ZCTA5 01720,B07004H_006,64,54,01720
1721,ZCTA5 01721,B07004H_006,61,97,01721
1730,ZCTA5 01730,B07004H_006,50,46,01730
1731,ZCTA5 01731,B07004H_006,19,28,01731
1740,ZCTA5 01740,B07004H_006,53,65,01740
1741,ZCTA5 01741,B07004H_006,41,32,01741
1742,ZCTA5 01742,B07004H_006,152,118,01742
1745,ZCTA5 01745,B07004H_006,0,12,01745
1746,ZCTA5 01746,B07004H_006,62,83,01746
1747,ZCTA5 01747,B07004H_006,0,17,01747
1748,ZCTA5 01748,B07004H_006,114,130,01748
1749,ZCTA5 01749,B07004H_006,68,61,01749
1752,ZCTA5 01752,B07004H_006,107,70,01752
1754,ZCTA5 01754,B07004H_006,26,40,01754
1756,ZCTA5 01756,B07004H_006,0,17,01756
1757,ZCTA5 01757,B07004H_006,127,144,01757
1760,ZCTA5 01760,B07004H_006,157,108,01760
1770,ZCTA5 01770,B07004H_006,14,22,01770
1772,ZCTA5 01772,B07004H_006,18,20,01772
1773,ZCTA5 01773,B07004H_006,0,12,01773
1775,ZCTA5 01775,B07004H_006,65,77,01775
1776,ZCTA5 01776,B07004H_006,35,28,01776
1778,ZCTA5 01778,B07004H_006,36,43,01778
1801,ZCTA5 01801,B07004H_006,253,184,01801
1803,ZCTA5 01803,B07004H_006,105,93,01803
1810,ZCTA5 01810,B07004H_006,63,43,01810
1821,ZCTA5 01821,B07004H_006,29,33,01821
1824,ZCTA5 01824,B07004H_006,0,23,01824
1826,ZCTA5 01826,B07004H_006,0,26,01826
1827,ZCTA5 01827,B07004H_006,6,9,01827
1830,ZCTA5 01830,B07004H_006,12,17,01830
1832,ZCTA5 01832,B07004H_006,19,32,01832
1833,ZCTA5 01833,B07004H_006,0,17,01833
1834,ZCTA5 01834,B07004H_006,0,17,01834
1835,ZCTA5 01835,B07004H_006,0,19,01835
1840,ZCTA5 01840,B07004H_006,0,17,01840
1841,ZCTA5 01841,B07004H_006,73,79,01841
1843,ZCTA5 01843,B07004H_006,39,29,01843
1844,ZCTA5 01844,B07004H_006,56,56,01844
1845,ZCTA5 01845,B07004H_006,100,65,01845
1850,ZCTA5 01850,B07004H_006,53,107,01850
1851,ZCTA5 01851,B07004H_006,36,48,01851
1852,ZCTA5 01852,B07004H_006,143,141,01852
1854,ZCTA5 01854,B07004H_006,53,51,01854
1860,ZCTA5 01860,B07004H_006,22,36,01860
1862,ZCTA5 01862,B07004H_006,33,39,01862
1863,ZCTA5 01863,B07004H_006,96,86,01863
1864,ZCTA5 01864,B07004H_006,54,70,01864
1867,ZCTA5 01867,B07004H_006,0,23,01867
1876,ZCTA5 01876,B07004H_006,41,46,01876
1879,ZCTA5 01879,B07004H_006,0,19,01879
1880,ZCTA5 01880,B07004H_006,99,103,01880
1886,ZCTA5 01886,B07004H_006,0,23,01886
1887,ZCTA5 01887,B07004H_006,125,179,01887
1890,ZCTA5 01890,B07004H_006,143,86,01890
1901,ZCTA5 01901,B07004H_006,16,25,01901
1902,ZCTA5 01902,B07004H_006,99,105,01902
1904,ZCTA5 01904,B07004H_006,9,15,01904
1905,ZCTA5 01905,B07004H_006,114,116,01905
1906,ZCTA5 01906,B07004H_006,13,20,01906
1907,ZCTA5 01907,B07004H_006,66,59,01907
1908,ZCTA5 01908,B07004H_006,0,12,01908
1913,ZCTA5 01913,B07004H_006,28,34,01913
1915,ZCTA5 01915,B07004H_006,143,135,01915
1921,ZCTA5 01921,B07004H_006,0,17,01921
1922,ZCTA5 01922,B07004H_006,0,12,01922
1923,ZCTA5 01923,B07004H_006,104,73,01923
1929,ZCTA5 01929,B07004H_006,0,12,01929
1930,ZCTA5 01930,B07004H_006,37,47,01930
1937,ZCTA5 01937,B07004H_006,0,12,01937
1938,ZCTA5 01938,B07004H_006,11,17,01938
1940,ZCTA5 01940,B07004H_006,38,34,01940
1944,ZCTA5 01944,B07004H_006,30,37,01944
1945,ZCTA5 01945,B07004H_006,22,33,01945
1949,ZCTA5 01949,B07004H_006,12,23,01949
1950,ZCTA5 01950,B07004H_006,16,25,01950
1951,ZCTA5 01951,B07004H_006,0,12,01951
1952,ZCTA5 01952,B07004H_006,26,28,01952
1960,ZCTA5 01960,B07004H_006,47,46,01960
1966,ZCTA5 01966,B07004H_006,12,16,01966
1969,ZCTA5 01969,B07004H_006,0,17,01969
1970,ZCTA5 01970,B07004H_006,54,46,01970
1982,ZCTA5 01982,B07004H_006,39,60,01982
1983,ZCTA5 01983,B07004H_006,0,17,01983
1984,ZCTA5 01984,B07004H_006,14,16,01984
1985,ZCTA5 01985,B07004H_006,0,12,01985
2019,ZCTA5 02019,B07004H_006,0,19,02019
2021,ZCTA5 02021,B07004H_006,0,23,02021
2025,ZCTA5 02025,B07004H_006,79,73,02025
2026,ZCTA5 02026,B07004H_006,109,84,02026
2030,ZCTA5 02030,B07004H_006,30,28,02030
2032,ZCTA5 02032,B07004H_006,30,48,02032
2035,ZCTA5 02035,B07004H_006,11,18,02035
2038,ZCTA5 02038,B07004H_006,40,35,02038
2043,ZCTA5 02043,B07004H_006,42,53,02043
2045,ZCTA5 02045,B07004H_006,0,19,02045
2047,ZCTA5 02047,B07004H_006,0,12,02047
2048,ZCTA5 02048,B07004H_006,136,163,02048
2050,ZCTA5 02050,B07004H_006,17,20,02050
2052,ZCTA5 02052,B07004H_006,16,25,02052
2053,ZCTA5 02053,B07004H_006,0,19,02053
2054,ZCTA5 02054,B07004H_006,20,34,02054
2056,ZCTA5 02056,B07004H_006,0,19,02056
2061,ZCTA5 02061,B07004H_006,18,19,02061
2062,ZCTA5 02062,B07004H_006,21,35,02062
2066,ZCTA5 02066,B07004H_006,103,103,02066
2067,ZCTA5 02067,B07004H_006,93,72,02067
2071,ZCTA5 02071,B07004H_006,0,12,02071
2072,ZCTA5 02072,B07004H_006,194,137,02072
2081,ZCTA5 02081,B07004H_006,42,50,02081
2090,ZCTA5 02090,B07004H_006,0,19,02090
2093,ZCTA5 02093,B07004H_006,10,16,02093
2108,ZCTA5 02108,B07004H_006,117,171,02108
2109,ZCTA5 02109,B07004H_006,85,55,02109
2110,ZCTA5 02110,B07004H_006,29,36,02110
2111,ZCTA5 02111,B07004H_006,21,21,02111
2113,ZCTA5 02113,B07004H_006,58,50,02113
2114,ZCTA5 02114,B07004H_006,226,111,02114
2115,ZCTA5 02115,B07004H_006,597,170,02115
2116,ZCTA5 02116,B07004H_006,405,215,02116
2118,ZCTA5 02118,B07004H_006,260,239,02118
2119,ZCTA5 02119,B07004H_006,55,59,02119
2120,ZCTA5 02120,B07004H_006,373,187,02120
2121,ZCTA5 02121,B07004H_006,0,23,02121
2122,ZCTA5 02122,B07004H_006,89,101,02122
2124,ZCTA5 02124,B07004H_006,56,50,02124
2125,ZCTA5 02125,B07004H_006,240,156,02125
2126,ZCTA5 02126,B07004H_006,0,23,02126
2127,ZCTA5 02127,B07004H_006,0,26,02127
2128,ZCTA5 02128,B07004H_006,224,192,02128
2129,ZCTA5 02129,B07004H_006,49,38,02129
2130,ZCTA5 02130,B07004H_006,219,96,02130
2131,ZCTA5 02131,B07004H_006,203,197,02131
2132,ZCTA5 02132,B07004H_006,56,44,02132
2134,ZCTA5 02134,B07004H_006,259,122,02134
2135,ZCTA5 02135,B07004H_006,397,251,02135
2136,ZCTA5 02136,B07004H_006,13,18,02136
2138,ZCTA5 02138,B07004H_006,756,205,02138
2139,ZCTA5 02139,B07004H_006,879,231,02139
2140,ZCTA5 02140,B07004H_006,292,211,02140
2141,ZCTA5 02141,B07004H_006,129,53,02141
2142,ZCTA5 02142,B07004H_006,81,56,02142
2143,ZCTA5 02143,B07004H_006,387,156,02143
2144,ZCTA5 02144,B07004H_006,147,78,02144
2145,ZCTA5 02145,B07004H_006,55,46,02145
2148,ZCTA5 02148,B07004H_006,403,187,02148
2149,ZCTA5 02149,B07004H_006,271,260,02149
2150,ZCTA5 02150,B07004H_006,125,82,02150
2151,ZCTA5 02151,B07004H_006,347,196,02151
2152,ZCTA5 02152,B07004H_006,39,58,02152
2155,ZCTA5 02155,B07004H_006,447,215,02155
2163,ZCTA5 02163,B07004H_006,155,96,02163
2169,ZCTA5 02169,B07004H_006,116,113,02169
2170,ZCTA5 02170,B07004H_006,40,47,02170
2171,ZCTA5 02171,B07004H_006,56,53,02171
2176,ZCTA5 02176,B07004H_006,124,156,02176
2180,ZCTA5 02180,B07004H_006,51,50,02180
2184,ZCTA5 02184,B07004H_006,161,144,02184
2186,ZCTA5 02186,B07004H_006,205,149,02186
2188,ZCTA5 02188,B07004H_006,0,19,02188
2189,ZCTA5 02189,B07004H_006,24,41,02189
2190,ZCTA5 02190,B07004H_006,17,27,02190
